	Symbol_hg	Symbol_mm	ID
542	PADI1	Padi1	PADI1_Padi1
543	TFCP2L1	Tfcp2l1	TFCP2L1_Tfcp2l1
544	POLK	Polk	POLK_Polk
545	DDC	Ddc	DDC_Ddc
546	NCK1	Nck1	NCK1_Nck1
547	MTA3	Mta3	MTA3_Mta3
548	KCNS1	Kcns1	KCNS1_Kcns1
549	STARD9	Stard9	STARD9_Stard9
550	ERCC6	Ercc6	ERCC6_Ercc6
551	TAF4B	Taf4b	TAF4B_Taf4b
552	ARL14EPL	Arl14epl	ARL14EPL_Arl14epl
553	FAM234B	Fam234b	FAM234B_Fam234b
554	LRRC74B	Lrrc74b	LRRC74B_Lrrc74b
555	C1orf21	1700025G04Rik	C1orf21_1700025G04Rik
556	MSX1	Msx1	MSX1_Msx1
557	RNH1	Rnh1	RNH1_Rnh1
558	KLHL15	Klhl15	KLHL15_Klhl15
559	TM9SF4	Tm9sf4	TM9SF4_Tm9sf4
560	PER1	Per1	PER1_Per1
561	WEE1	Wee1	WEE1_Wee1
562	GFM2	Gfm2	GFM2_Gfm2
563	EXOC1	Exoc1	EXOC1_Exoc1
564	IL31	Il31	IL31_Il31
565	BLVRA	Blvra	BLVRA_Blvra
566	MUL1	Mul1	MUL1_Mul1
567	HRH1	Hrh1	HRH1_Hrh1
568	CDK13	Cdk13	CDK13_Cdk13
569	ATP5PO	Atp5o	ATP5PO_Atp5o
570	MCM3	Mcm3	MCM3_Mcm3
571	RS1	Rs1	RS1_Rs1
572	SLC27A6	Slc27a6	SLC27A6_Slc27a6
573	PES1	Pes1	PES1_Pes1
574	PCMTD1	Pcmtd1	PCMTD1_Pcmtd1
575	SCAMP1	Scamp1	SCAMP1_Scamp1
576	OSBPL3	Osbpl3	OSBPL3_Osbpl3
577	MTRR	Mtrr	MTRR_Mtrr
578	GABRR1	Gabrr1	GABRR1_Gabrr1
579	TOP1	Top1	TOP1_Top1
580	E2F1	E2f1	E2F1_E2f1
581	CIDEC	Cidec	CIDEC_Cidec
582	OPN3	Opn3	OPN3_Opn3
583	MYOM1	Myom1	MYOM1_Myom1
584	USP4	Usp4	USP4_Usp4
585	GET1	Get1	GET1_Get1
586	CEP128	Cep128	CEP128_Cep128
587	PCGF3	Pcgf3	PCGF3_Pcgf3
588	CCT3	Cct3	CCT3_Cct3
589	TRIM71	Trim71	TRIM71_Trim71
590	PSAPL1	Psapl1	PSAPL1_Psapl1
591	GPX7	Gpx7	GPX7_Gpx7
592	CHRD	Chrd	CHRD_Chrd
593	CABYR	Cabyr	CABYR_Cabyr
594	ODF3B	Odf3b	ODF3B_Odf3b
595	C19orf33	2200002D01Rik	C19orf33_2200002D01Rik
596	NOTUM	Notum	NOTUM_Notum
597	ZFYVE9	Zfyve9	ZFYVE9_Zfyve9
598	C2orf72	2810459M11Rik	C2orf72_2810459M11Rik
599	FGF9	Fgf9	FGF9_Fgf9
600	DENND5A	Dennd5a	DENND5A_Dennd5a
601	GYS1	Gys1	GYS1_Gys1
602	CCNY	Ccny	CCNY_Ccny
603	NUDT18	Nudt18	NUDT18_Nudt18
604	CHST12	Chst12	CHST12_Chst12
605	ICA1	Ica1	ICA1_Ica1
606	THBS4	Thbs4	THBS4_Thbs4
607	ITIH1	Itih1	ITIH1_Itih1
608	C16orf90	1700037C18Rik	C16orf90_1700037C18Rik
609	CDO1	Cdo1	CDO1_Cdo1
610	RAB28	Rab28	RAB28_Rab28
611	SDS	Sds	SDS_Sds
612	EIF4G2	Eif4g2	EIF4G2_Eif4g2
613	COMMD9	Commd9	COMMD9_Commd9
614	ZNF324	Zfp324	ZNF324_Zfp324
615	CDC6	Cdc6	CDC6_Cdc6
616	TFIP11	Tfip11	TFIP11_Tfip11
617	STYK1	Styk1	STYK1_Styk1
618	ARMCX6	Armcx6	ARMCX6_Armcx6
619	PMM2	Pmm2	PMM2_Pmm2
620	IL17B	Il17b	IL17B_Il17b
621	SLIT1	Slit1	SLIT1_Slit1
622	MARCKS	Marcks	MARCKS_Marcks
623	CYFIP2	Cyfip2	CYFIP2_Cyfip2
624	C1QTNF7	C1qtnf7	C1QTNF7_C1qtnf7
625	TOR1A	Tor1a	TOR1A_Tor1a
626	ITPRIPL1	Itpripl1	ITPRIPL1_Itpripl1
627	VPS13C	Vps13c	VPS13C_Vps13c
628	PCDHB16	Pcdhb17	PCDHB16_Pcdhb17
629	TTLL11	Ttll11	TTLL11_Ttll11
630	NAP1L1	Nap1l1	NAP1L1_Nap1l1
631	DBX1	Dbx1	DBX1_Dbx1
632	CALML5	Calm4	CALML5_Calm4
633	FUT8	Fut8	FUT8_Fut8
634	EIF2AK1	Eif2ak1	EIF2AK1_Eif2ak1
635	EHD2	Ehd2	EHD2_Ehd2
636	GLYCTK	Glyctk	GLYCTK_Glyctk
637	CWC25	Cwc25	CWC25_Cwc25
638	ZMYND10	Zmynd10	ZMYND10_Zmynd10
639	NRIP2	Nrip2	NRIP2_Nrip2
640	WDR19	Wdr19	WDR19_Wdr19
641	JHY	Jhy	JHY_Jhy
642	ANKRD2	Ankrd2	ANKRD2_Ankrd2
643	SMIM10L1	Smim10l1	SMIM10L1_Smim10l1
644	PPP1R32	Ppp1r32	PPP1R32_Ppp1r32
645	HMCN1	Hmcn1	HMCN1_Hmcn1
646	EEF1AKMT4	Eef1akmt4	EEF1AKMT4_Eef1akmt4
647	XRCC4	Xrcc4	XRCC4_Xrcc4
648	DHDH	Dhdh	DHDH_Dhdh
649	OR7E24	Olfr873	OR7E24_Olfr873
650	PLCXD1	Plcxd1	PLCXD1_Plcxd1
651	HSD17B1	Hsd17b1	HSD17B1_Hsd17b1
652	GALT	Galt	GALT_Galt
653	DCLRE1A	Dclre1a	DCLRE1A_Dclre1a
654	ADAM12	Adam12	ADAM12_Adam12
655	CAMK2N2	Camk2n2	CAMK2N2_Camk2n2
656	PTPRZ1	Ptprz1	PTPRZ1_Ptprz1
657	C8B	C8b	C8B_C8b
658	CPT1A	Cpt1a	CPT1A_Cpt1a
659	FMO2	Fmo2	FMO2_Fmo2
660	ARID1A	Arid1a	ARID1A_Arid1a
661	DEFB125	Defb26	DEFB125_Defb26
662	FRAS1	Fras1	FRAS1_Fras1
663	RPL27A	Rpl27a	RPL27A_Rpl27a
664	APOBEC4	Apobec4	APOBEC4_Apobec4
665	SIX1	Six1	SIX1_Six1
666	CMPK2	Cmpk2	CMPK2_Cmpk2
667	SCGN	Scgn	SCGN_Scgn
668	CRIPT	Cript	CRIPT_Cript
669	HEMK1	Hemk1	HEMK1_Hemk1
670	TMEM14C	Tmem14c	TMEM14C_Tmem14c
671	ENTPD1	Entpd1	ENTPD1_Entpd1
672	RASL11B	Rasl11b	RASL11B_Rasl11b
673	MARCHF11	Marchf11	MARCHF11_Marchf11
674	DBN1	Dbn1	DBN1_Dbn1
675	DNAJC16	Dnajc16	DNAJC16_Dnajc16
676	KLK4	Klk4	KLK4_Klk4
677	DNAH6	Dnah6	DNAH6_Dnah6
678	POLDIP3	Poldip3	POLDIP3_Poldip3
679	SHD	Shd	SHD_Shd
680	OR6C65	Olfr808	OR6C65_Olfr808
681	LHFPL4	Lhfpl4	LHFPL4_Lhfpl4
682	ABT1	Abt1	ABT1_Abt1
683	HIBADH	Hibadh	HIBADH_Hibadh
684	GPR150	Gpr150	GPR150_Gpr150
685	MIA3	Mia3	MIA3_Mia3
686	TRMT10A	Trmt10a	TRMT10A_Trmt10a
687	SLCO3A1	Slco3a1	SLCO3A1_Slco3a1
688	FOXI1	Foxi1	FOXI1_Foxi1
689	DNTTIP1	Dnttip1	DNTTIP1_Dnttip1
690	RTBDN	Rtbdn	RTBDN_Rtbdn
691	PSMD7	Psmd7	PSMD7_Psmd7
692	CHD6	Chd6	CHD6_Chd6
693	DDX58	Ddx58	DDX58_Ddx58
694	CHPT1	Chpt1	CHPT1_Chpt1
695	RSRC1	Rsrc1	RSRC1_Rsrc1
696	KIZ	Kiz	KIZ_Kiz
697	CLBA1	Clba1	CLBA1_Clba1
698	STXBP5	Stxbp5	STXBP5_Stxbp5
699	GABARAP	Gabarap	GABARAP_Gabarap
700	CCDC18	Ccdc18	CCDC18_Ccdc18
701	CBLB	Cblb	CBLB_Cblb
702	NSA2	Nsa2	NSA2_Nsa2
703	BTBD8	Btbd8	BTBD8_Btbd8
704	ALAD	Alad	ALAD_Alad
705	CNOT3	Cnot3	CNOT3_Cnot3
706	OR56B4	Olfr688	OR56B4_Olfr688
707	SP8	Sp8	SP8_Sp8
708	COL4A2	Col4a2	COL4A2_Col4a2
709	TMEM9B	Tmem9b	TMEM9B_Tmem9b
710	SAMD8	Samd8	SAMD8_Samd8
711	SLC10A7	Slc10a7	SLC10A7_Slc10a7
712	LUC7L3	Luc7l3	LUC7L3_Luc7l3
713	CLDN1	Cldn1	CLDN1_Cldn1
714	MON1B	Mon1b	MON1B_Mon1b
715	MRS2	Mrs2	MRS2_Mrs2
716	CBFA2T3	Cbfa2t3	CBFA2T3_Cbfa2t3
717	SARNP	Sarnp	SARNP_Sarnp
718	KCNK10	Kcnk10	KCNK10_Kcnk10
719	CWC22	Cwc22	CWC22_Cwc22
720	EXOC6B	Exoc6b	EXOC6B_Exoc6b
721	TMEM88B	Tmem88b	TMEM88B_Tmem88b
722	COL28A1	Col28a1	COL28A1_Col28a1
723	SIMC1	Simc1	SIMC1_Simc1
724	DNAI7	Casc1	DNAI7_Casc1
725	ULK2	Ulk2	ULK2_Ulk2
726	C17orf80	D11Wsu47e	C17orf80_D11Wsu47e
727	ADIPOR2	Adipor2	ADIPOR2_Adipor2
728	SHISA9	Shisa9	SHISA9_Shisa9
729	GALNT17	Galnt17	GALNT17_Galnt17
730	CFAP57	Cfap57	CFAP57_Cfap57
731	BRF1	Brf1	BRF1_Brf1
732	APOC3	Apoc3	APOC3_Apoc3
733	PSPN	Pspn	PSPN_Pspn
734	MSLN	Msln	MSLN_Msln
735	NTSR1	Ntsr1	NTSR1_Ntsr1
736	FOSL1	Fosl1	FOSL1_Fosl1
737	ZNF385C	Zfp385c	ZNF385C_Zfp385c
738	YTHDC2	Ythdc2	YTHDC2_Ythdc2
739	DAPK2	Dapk2	DAPK2_Dapk2
740	IRF2BP2	Irf2bp2	IRF2BP2_Irf2bp2
741	USP31	Usp31	USP31_Usp31
742	ARMC9	Armc9	ARMC9_Armc9
743	GGA1	Gga1	GGA1_Gga1
744	C1orf122	1110065P20Rik	C1orf122_1110065P20Rik
745	GTF2A1L	Gtf2a1l	GTF2A1L_Gtf2a1l
746	SLC13A3	Slc13a3	SLC13A3_Slc13a3
747	MPDU1	Mpdu1	MPDU1_Mpdu1
748	ZNF280B	Zfp280b	ZNF280B_Zfp280b
749	LSM1	Lsm1	LSM1_Lsm1
750	OCRL	Ocrl	OCRL_Ocrl
751	PHGDH	Phgdh	PHGDH_Phgdh
752	PCK1	Pck1	PCK1_Pck1
753	RHPN2	Rhpn2	RHPN2_Rhpn2
754	INPP4B	Inpp4b	INPP4B_Inpp4b
755	CACNA1A	Cacna1a	CACNA1A_Cacna1a
756	TATDN3	Tatdn3	TATDN3_Tatdn3
757	MAK16	Mak16	MAK16_Mak16
758	HMGXB3	Hmgxb3	HMGXB3_Hmgxb3
759	LYRM7	Lyrm7	LYRM7_Lyrm7
760	INPP5J	Inpp5j	INPP5J_Inpp5j
761	TXNL1	Txnl1	TXNL1_Txnl1
762	ACADM	Acadm	ACADM_Acadm
763	FUBP3	Fubp3	FUBP3_Fubp3
764	PLPP7	Plpp7	PLPP7_Plpp7
765	TBP	Tbp	TBP_Tbp
766	PPP3CC	Ppp3cc	PPP3CC_Ppp3cc
767	CCNT2	Ccnt2	CCNT2_Ccnt2
768	VAT1L	Vat1l	VAT1L_Vat1l
769	AARD	Aard	AARD_Aard
770	WSB2	Wsb2	WSB2_Wsb2
771	SNX17	Snx17	SNX17_Snx17
772	MTLN	Mtln	MTLN_Mtln
773	DLG5	Dlg5	DLG5_Dlg5
774	RBM4B	Rbm4b	RBM4B_Rbm4b
775	OTX2	Otx2	OTX2_Otx2
776	SATB2	Satb2	SATB2_Satb2
777	PRPH2	Prph2	PRPH2_Prph2
778	UAP1L1	Uap1l1	UAP1L1_Uap1l1
779	LUZP1	Luzp1	LUZP1_Luzp1
780	CHCHD2	Chchd2	CHCHD2_Chchd2
781	PRR19	Prr19	PRR19_Prr19
782	LMO3	Lmo3	LMO3_Lmo3
783	FEZF1	Fezf1	FEZF1_Fezf1
784	LRIT3	Lrit3	LRIT3_Lrit3
785	INTS11	Ints11	INTS11_Ints11
786	PRSS27	Prss27	PRSS27_Prss27
787	TEX22	Tex22	TEX22_Tex22
788	PTPN5	Ptpn5	PTPN5_Ptpn5
789	NUAK2	Nuak2	NUAK2_Nuak2
790	EIF4G3	Eif4g3	EIF4G3_Eif4g3
791	CDC42	Cdc42	CDC42_Cdc42
792	AOPEP	Aopep	AOPEP_Aopep
793	CRB2	Crb2	CRB2_Crb2
794	C1orf185	4930522H14Rik	C1orf185_4930522H14Rik
795	BST1	Bst1	BST1_Bst1
796	TSPYL5	Tspyl5	TSPYL5_Tspyl5
797	ENTPD3	Entpd3	ENTPD3_Entpd3
798	RAB9B	Rab9b	RAB9B_Rab9b
799	LMNA	Lmna	LMNA_Lmna
800	UQCRB	Uqcrb	UQCRB_Uqcrb
801	IQGAP1	Iqgap1	IQGAP1_Iqgap1
802	AEBP1	Aebp1	AEBP1_Aebp1
803	TRMT1	Trmt1	TRMT1_Trmt1
804	PLA2G3	Pla2g3	PLA2G3_Pla2g3
805	HHIP	Hhip	HHIP_Hhip
806	DPYS	Dpys	DPYS_Dpys
807	TMEM117	Tmem117	TMEM117_Tmem117
808	LRBA	Lrba	LRBA_Lrba
809	POMC	Pomc	POMC_Pomc
810	ANKRD40	Ankrd40	ANKRD40_Ankrd40
811	SLA	Sla	SLA_Sla
812	RNF123	Rnf123	RNF123_Rnf123
813	RGSL1	Rgsl1	RGSL1_Rgsl1
814	SOX18	Sox18	SOX18_Sox18
815	AKR1B10	Akr1b8	AKR1B10_Akr1b8
816	UFSP1	Ufsp1	UFSP1_Ufsp1
817	OR14J1	Olfr125	OR14J1_Olfr125
818	TMEM186	Tmem186	TMEM186_Tmem186
819	KMT2A	Kmt2a	KMT2A_Kmt2a
820	SLC35F5	Slc35f5	SLC35F5_Slc35f5
821	MYH7	Myh7	MYH7_Myh7
822	SPATA13	Spata13	SPATA13_Spata13
823	RPL19	Rpl19	RPL19_Rpl19
824	ARMC3	Armc3	ARMC3_Armc3
825	AKIRIN1	Akirin1	AKIRIN1_Akirin1
826	TSACC	Tsacc	TSACC_Tsacc
827	SLC18B1	Slc18b1	SLC18B1_Slc18b1
828	DR1	Dr1	DR1_Dr1
829	BPIFA2	Bpifa2	BPIFA2_Bpifa2
830	LRRC73	Lrrc73	LRRC73_Lrrc73
831	KRTAP15-1	Krtap15	KRTAP15-1_Krtap15
832	BAZ1B	Baz1b	BAZ1B_Baz1b
833	ZNF382	Zfp382	ZNF382_Zfp382
834	BCKDHA	Bckdha	BCKDHA_Bckdha
835	SMIM4	Smim4	SMIM4_Smim4
836	OGG1	Ogg1	OGG1_Ogg1
837	H1-3	H1f3	H1-3_H1f3
838	MEP1B	Mep1b	MEP1B_Mep1b
839	ST8SIA2	St8sia2	ST8SIA2_St8sia2
840	ADAR	Adar	ADAR_Adar
841	ELOVL4	Elovl4	ELOVL4_Elovl4
842	ARL4D	Arl4d	ARL4D_Arl4d
843	IMMT	Immt	IMMT_Immt
844	PRAP1	Prap1	PRAP1_Prap1
845	PIK3R4	Pik3r4	PIK3R4_Pik3r4
846	VHL	Vhl	VHL_Vhl
847	ANKRD27	Ankrd27	ANKRD27_Ankrd27
848	FOXS1	Foxs1	FOXS1_Foxs1
849	CYFIP1	Cyfip1	CYFIP1_Cyfip1
850	LETM2	Letm2	LETM2_Letm2
851	PRRC2B	Prrc2b	PRRC2B_Prrc2b
852	PRODH2	Prodh2	PRODH2_Prodh2
853	CD177	Cd177	CD177_Cd177
854	LPIN3	Lpin3	LPIN3_Lpin3
855	LEPR	Lepr	LEPR_Lepr
856	ACSL6	Acsl6	ACSL6_Acsl6
857	MYOC	Myoc	MYOC_Myoc
858	OR10G6	Olfr981	OR10G6_Olfr981
859	TAF15	Taf15	TAF15_Taf15
860	FAM227B	Fam227b	FAM227B_Fam227b
861	BOLA3	Bola3	BOLA3_Bola3
862	PRKCA	Prkca	PRKCA_Prkca
863	GLI1	Gli1	GLI1_Gli1
864	CLINT1	Clint1	CLINT1_Clint1
865	PTPN11	Ptpn11	PTPN11_Ptpn11
866	CDC23	Cdc23	CDC23_Cdc23
867	TRIM38	Trim38	TRIM38_Trim38
868	PPIL2	Ppil2	PPIL2_Ppil2
869	C10orf53	1700024G13Rik	C10orf53_1700024G13Rik
870	MAP6	Map6	MAP6_Map6
871	EXOSC7	Exosc7	EXOSC7_Exosc7
872	GEMIN7	Gemin7	GEMIN7_Gemin7
873	KMT2D	Kmt2d	KMT2D_Kmt2d
874	CHST11	Chst11	CHST11_Chst11
875	SNRPN	Snrpn	SNRPN_Snrpn
876	GMPPA	Gmppa	GMPPA_Gmppa
877	ZBTB14	Zbtb14	ZBTB14_Zbtb14
878	SEPTIN14	Septin14	SEPTIN14_Septin14
879	TENT5A	Tent5a	TENT5A_Tent5a
880	BOK	Bok	BOK_Bok
881	LRRC55	Lrrc55	LRRC55_Lrrc55
882	CCNK	Ccnk	CCNK_Ccnk
883	FCGRT	Fcgrt	FCGRT_Fcgrt
884	RAB2B	Rab2b	RAB2B_Rab2b
885	MINDY4	Mindy4	MINDY4_Mindy4
886	P2RY14	P2ry14	P2RY14_P2ry14
887	POLA2	Pola2	POLA2_Pola2
888	ARAP2	Arap2	ARAP2_Arap2
889	OR1D2	Olfr412	OR1D2_Olfr412
890	ACSS3	Acss3	ACSS3_Acss3
891	TMEM41A	Tmem41a	TMEM41A_Tmem41a
892	GLRA2	Glra2	GLRA2_Glra2
893	RBPJL	Rbpjl	RBPJL_Rbpjl
894	EFNA4	Efna4	EFNA4_Efna4
895	FSIP2	Fsip2	FSIP2_Fsip2
896	ZNF853	Zfp853	ZNF853_Zfp853
897	GOLGA7	Golga7	GOLGA7_Golga7
898	C1GALT1C1	C1galt1c1	C1GALT1C1_C1galt1c1
899	SCN1A	Scn1a	SCN1A_Scn1a
900	GARS1	Gars	GARS1_Gars
901	KCNJ16	Kcnj16	KCNJ16_Kcnj16
902	SLC9A1	Slc9a1	SLC9A1_Slc9a1
903	OLFM3	Olfm3	OLFM3_Olfm3
904	CRYGS	Crygs	CRYGS_Crygs
905	C1orf232	Gm30191	C1orf232_Gm30191
906	PINLYP	Pinlyp	PINLYP_Pinlyp
907	ABCB8	Abcb8	ABCB8_Abcb8
908	RILPL1	Rilpl1	RILPL1_Rilpl1
909	YIPF1	Yipf1	YIPF1_Yipf1
910	GIN1	Gin1	GIN1_Gin1
911	PRR22	Prr22	PRR22_Prr22
912	CFAP70	Cfap70	CFAP70_Cfap70
913	NPDC1	Npdc1	NPDC1_Npdc1
914	FMO5	Fmo5	FMO5_Fmo5
915	VSIG4	Vsig4	VSIG4_Vsig4
916	FAM53A	Fam53a	FAM53A_Fam53a
917	EXOSC4	Exosc4	EXOSC4_Exosc4
918	DCC	Dcc	DCC_Dcc
919	CDAN1	Cdan1	CDAN1_Cdan1
920	B3GNT5	B3gnt5	B3GNT5_B3gnt5
921	GREB1	Greb1	GREB1_Greb1
922	SSTR1	Sstr1	SSTR1_Sstr1
923	TMC8	Tmc8	TMC8_Tmc8
924	CYC1	Cyc1	CYC1_Cyc1
925	DVL1	Dvl1	DVL1_Dvl1
926	ATXN1L	Atxn1l	ATXN1L_Atxn1l
927	SPATA32	Spata32	SPATA32_Spata32
928	GORASP1	Gorasp1	GORASP1_Gorasp1
929	PDYN	Pdyn	PDYN_Pdyn
930	GABRA2	Gabra2	GABRA2_Gabra2
931	TMPRSS11E	Tmprss11e	TMPRSS11E_Tmprss11e
932	CLMP	Clmp	CLMP_Clmp
933	N4BP3	N4bp3	N4BP3_N4bp3
934	EPB41L2	Epb41l2	EPB41L2_Epb41l2
935	ROS1	Ros1	ROS1_Ros1
936	MAPK15	Mapk15	MAPK15_Mapk15
937	MYOZ2	Myoz2	MYOZ2_Myoz2
938	TRNP1	Trnp1	TRNP1_Trnp1
939	SOX21	Sox21	SOX21_Sox21
940	PNMA8C	Gm42372	PNMA8C_Gm42372
941	CENPE	Cenpe	CENPE_Cenpe
942	PNLDC1	Pnldc1	PNLDC1_Pnldc1
943	COX6A1	Cox6a1	COX6A1_Cox6a1
944	TSSK1B	Tssk1	TSSK1B_Tssk1
945	ZNF423	Zfp423	ZNF423_Zfp423
946	LHX4	Lhx4	LHX4_Lhx4
947	GPRIN3	Gprin3	GPRIN3_Gprin3
948	TNK1	Tnk1	TNK1_Tnk1
949	MGAT4B	Mgat4b	MGAT4B_Mgat4b
950	TCFL5	Tcfl5	TCFL5_Tcfl5
951	EIF4EBP3	Eif4ebp3	EIF4EBP3_Eif4ebp3
952	CDK7	Cdk7	CDK7_Cdk7
953	PHPT1	Phpt1	PHPT1_Phpt1
954	GNG2	Gng2	GNG2_Gng2
955	COPG1	Copg1	COPG1_Copg1
956	DCAF10	Dcaf10	DCAF10_Dcaf10
957	PAX9	Pax9	PAX9_Pax9
958	STYXL1	Styxl1	STYXL1_Styxl1
959	SPAG11B	Spag11b	SPAG11B_Spag11b
960	CD3E	Cd3e	CD3E_Cd3e
961	COL23A1	Col23a1	COL23A1_Col23a1
962	KYAT1	Kyat1	KYAT1_Kyat1
963	ITGAL	Itgal	ITGAL_Itgal
964	TTC4	Ttc4	TTC4_Ttc4
965	RAB11FIP4	Rab11fip4	RAB11FIP4_Rab11fip4
966	WDR48	Wdr48	WDR48_Wdr48
967	SH3RF1	Sh3rf1	SH3RF1_Sh3rf1
968	NXPE3	Nxpe3	NXPE3_Nxpe3
969	ADD3	Add3	ADD3_Add3
970	GPSM3	Gpsm3	GPSM3_Gpsm3
971	WASF1	Wasf1	WASF1_Wasf1
972	PPIP5K2	Ppip5k2	PPIP5K2_Ppip5k2
973	TAL1	Tal1	TAL1_Tal1
974	TMEM179	Tmem179	TMEM179_Tmem179
975	MED27	Med27	MED27_Med27
976	ZNF653	Zfp653	ZNF653_Zfp653
977	PPP1R14C	Ppp1r14c	PPP1R14C_Ppp1r14c
978	TET2	Tet2	TET2_Tet2
979	SMIM32	Gm45623	SMIM32_Gm45623
980	UQCR11	Uqcr11	UQCR11_Uqcr11
981	INO80B	Ino80b	INO80B_Ino80b
982	SCIN	Scin	SCIN_Scin
983	CALR3	Calr3	CALR3_Calr3
984	MOAP1	Moap1	MOAP1_Moap1
985	PITPNM3	Pitpnm3	PITPNM3_Pitpnm3
986	RSF1	Rsf1	RSF1_Rsf1
987	CCNDBP1	Ccndbp1	CCNDBP1_Ccndbp1
988	F2RL1	F2rl1	F2RL1_F2rl1
989	C2CD6	C2cd6	C2CD6_C2cd6
990	ARL4C	Arl4c	ARL4C_Arl4c
991	NEDD1	Nedd1	NEDD1_Nedd1
992	OARD1	Oard1	OARD1_Oard1
993	GOLGA1	Golga1	GOLGA1_Golga1
994	AREL1	Arel1	AREL1_Arel1
995	GRIA4	Gria4	GRIA4_Gria4
996	APOM	Apom	APOM_Apom
997	FBXO3	Fbxo3	FBXO3_Fbxo3
998	CFD	Cfd	CFD_Cfd
999	PLEKHM1	Plekhm1	PLEKHM1_Plekhm1
1000	TBX18	Tbx18	TBX18_Tbx18
1001	PIGM	Pigm	PIGM_Pigm
1002	CFH	Cfh	CFH_Cfh
1003	GADL1	Gadl1	GADL1_Gadl1
1004	METTL6	Mettl6	METTL6_Mettl6
1005	GTF2H3	Gtf2h3	GTF2H3_Gtf2h3
1006	CHTF8	Chtf8	CHTF8_Chtf8
1007	CCL23	Ccl9	CCL23_Ccl9
1008	THRB	Thrb	THRB_Thrb
1009	IL12B	Il12b	IL12B_Il12b
1010	IMPDH2	Impdh2	IMPDH2_Impdh2
1011	HAUS4	Haus4	HAUS4_Haus4
1012	TP53BP1	Trp53bp1	TP53BP1_Trp53bp1
1013	DDIT4L	Ddit4l	DDIT4L_Ddit4l
1014	D2HGDH	D2hgdh	D2HGDH_D2hgdh
1015	EPS15	Eps15	EPS15_Eps15
1016	CARD6	Card6	CARD6_Card6
1017	GPBP1L1	Gpbp1l1	GPBP1L1_Gpbp1l1
1018	CAPNS1	Capns1	CAPNS1_Capns1
1019	BRI3	Bri3	BRI3_Bri3
1020	CD209	Cd209b	CD209_Cd209b
1021	CSMD1	Csmd1	CSMD1_Csmd1
1022	CISD1	Cisd1	CISD1_Cisd1
1023	SCARF2	Scarf2	SCARF2_Scarf2
1024	GBX1	Gbx1	GBX1_Gbx1
1025	ISYNA1	Isyna1	ISYNA1_Isyna1
1026	CLRN3	Clrn3	CLRN3_Clrn3
1027	INTS13	Ints13	INTS13_Ints13
1028	PDAP1	Pdap1	PDAP1_Pdap1
1029	OR5AR1	Olfr1019	OR5AR1_Olfr1019
1030	B3GALT4	B3galt4	B3GALT4_B3galt4
1031	SRSF7	Srsf7	SRSF7_Srsf7
1032	LRRC3B	Lrrc3b	LRRC3B_Lrrc3b
1033	DOK5	Dok5	DOK5_Dok5
1034	C1GALT1	C1galt1	C1GALT1_C1galt1
1035	ANXA5	Anxa5	ANXA5_Anxa5
1036	NR2C1	Nr2c1	NR2C1_Nr2c1
1037	CTDNEP1	Ctdnep1	CTDNEP1_Ctdnep1
1038	BCLAF3	Bclaf3	BCLAF3_Bclaf3
1039	MSC	Msc	MSC_Msc
1040	CAVIN3	Cavin3	CAVIN3_Cavin3
1041	UBE4B	Ube4b	UBE4B_Ube4b
1042	MAP4K2	Map4k2	MAP4K2_Map4k2
1043	CFAP221	Cfap221	CFAP221_Cfap221
1044	COX5A	Cox5a	COX5A_Cox5a
1045	CFAP45	Cfap45	CFAP45_Cfap45
1046	OR5M8	Olfr1031	OR5M8_Olfr1031
1047	DCP2	Dcp2	DCP2_Dcp2
1048	PGM2	Pgm2	PGM2_Pgm2
1049	ATP11A	Atp11a	ATP11A_Atp11a
1050	ARVCF	Arvcf	ARVCF_Arvcf
1051	DHX16	Dhx16	DHX16_Dhx16
1052	FSCN1	Fscn1	FSCN1_Fscn1
1053	SHLD3	Shld3	SHLD3_Shld3
1054	TLE4	Tle4	TLE4_Tle4
1055	ALDH3A1	Aldh3a1	ALDH3A1_Aldh3a1
1056	DENR	Denr	DENR_Denr
1057	SRPRA	Srpr	SRPRA_Srpr
1058	MRPL21	Mrpl21	MRPL21_Mrpl21
1059	TSPAN18	Tspan18	TSPAN18_Tspan18
1060	METTL8	Mettl8	METTL8_Mettl8
1061	CNTF	Cntf	CNTF_Cntf
1062	MYL6B	Myl6b	MYL6B_Myl6b
1063	SLC44A4	Slc44a4	SLC44A4_Slc44a4
1064	PCDHAC1	Pcdhac1	PCDHAC1_Pcdhac1
1065	PRADC1	Pradc1	PRADC1_Pradc1
1066	RASGRF2	Rasgrf2	RASGRF2_Rasgrf2
1067	CITED2	Cited2	CITED2_Cited2
1068	PRICKLE2	Prickle2	PRICKLE2_Prickle2
1069	RINT1	Rint1	RINT1_Rint1
1070	SLC5A10	Slc5a10	SLC5A10_Slc5a10
1071	DDX54	Ddx54	DDX54_Ddx54
1072	CTNNA1	Ctnna1	CTNNA1_Ctnna1
1073	BNC1	Bnc1	BNC1_Bnc1
1074	ATP2B4	Atp2b4	ATP2B4_Atp2b4
1075	SMAGP	Smagp	SMAGP_Smagp
1076	GPR22	Gpr22	GPR22_Gpr22
1077	USO1	Uso1	USO1_Uso1
1078	GEN1	Gen1	GEN1_Gen1
1079	ADH5	Adh5	ADH5_Adh5
